id,doi,display_name,publication_year,type,cited_by_count,open_access__oa_status,host_venue__display_name,primary_location__source__display_name,primary_topic__display_name,primary_topic__field__display_name,primary_topic__subfield__display_name,biblio__volume,biblio__issue,biblio__first_page,biblio__last_page,fwci,authors,institutions,concepts_list,author_name,author_openalex_id
https://openalex.org/W4406927277,https://doi.org/10.1201/9781003436690,Case Studies in Small Animal Point of Care Ultrasound,2025,book,0,closed,,CRC Press eBooks,Ultrasound and Hyperthermia Applications,Engineering,Biomedical Engineering,,,,,0.0,Erin Binagia; Søren Boysen; Tereza Stastny,,Geometry; Mathematics; Medicine; Nursing; Pathology; Point (geometry); Point of care; Point of care ultrasound; Point-of-care testing; Radiology; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4406927283,https://doi.org/10.1201/9781003436690-10,Mixed Breed Dog with Respiratory Distress Following Motor Vehicular Trauma,2025,book-chapter,0,closed,,CRC Press eBooks,Trauma Management and Diagnosis,Medicine,Surgery,,,48,52,0.0,Søren Boysen,,Anesthesia; Animal science; Biology; Breed; Clinical psychology; Distress; Internal medicine; Medicine; Respiratory distress; Respiratory system,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4406927285,https://doi.org/10.1201/9781003436690-23,Labrador Retriever with Respiratory Distress and Superficial Abrasions Following Motor Vehicular Trauma,2025,book-chapter,0,closed,,CRC Press eBooks,Trauma Management and Diagnosis,Medicine,Surgery,,,122,126,0.0,Søren Boysen,,Anesthesia; Clinical psychology; Distress; Labrador Retriever; Medicine; Respiratory distress; Surgery; Vehicle accident,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4406927287,https://doi.org/10.1201/9781003436690-6,Introduction to Pleural Space and Lung Ultrasound (PLUS),2025,book-chapter,0,closed,,CRC Press eBooks,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,,,19,34,0.0,Søren Boysen,,Computer science; Internal medicine; Lung; Lung ultrasound; Medicine; Operating system; Radiology; Space (punctuation); Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4409312845,https://doi.org/10.3390/ani15081087,Comparison of Radiography and Ultrasound for Diagnosis of Rib Fractures in Canine Cadavers,2025,article,0,gold,,Animals,Trauma Management and Diagnosis,Medicine,Surgery,15,8,1087,1087,0.0,Ashley Finch; Cameron G. Knight; Clark T. Harding; Julie Ménard; Madison Hillstead; Sally Sukut; Søren Boysen,University of Calgary,Anatomy; Cadaver; Chest radiograph; Medicine; Nuclear medicine; Point of care ultrasound; Radiographic anatomy; Radiography; Radiology; Rib cage; Sonographer; Surgery; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4411165418,https://doi.org/10.5818/jhms-d-24-00005,Development of a Standardized Coelomic Veterinary Point of Care Ultrasound (VPOCUS) Exam in Multiple Snake Species: Pilot Study,2025,article,0,closed,,Journal of Herpetological Medicine and Surgery,Turtle Biology and Conservation,Environmental Science,Nature and Landscape Conservation,,,,,0.0,Douglas P. Whiteside; Kaleigh Eichel; Serge Chalhoub; Søren Boysen,Toronto Zoo; University of Calgary,Anatomy; Coelom; Medicine; Veterinary medicine,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4412994752,https://doi.org/10.21203/rs.3.rs-6674849/v1,Evaluation of an ultrasound-guided alveolar recruitment technique with incremental PEEP in dogs: a clinical study,2025,preprint,0,closed,,Research Square (Research Square),Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,,,,,,Angela Briganti; Benedetta Buonamici; Chiara Di Franco; Flavia Evangelista; Søren Boysen,University of Calgary; University of Pisa,Internal medicine; Lung; Medicine; Positive end-expiratory pressure; Radiology; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4400060400,https://doi.org/10.3389/fvets.2024.1376004,Retrospective evaluation of the agreement between thoracic point-of-care ultrasound and thoracic radiographs in cats with recent trauma: 111 cats,2024,article,2,gold,,Frontiers in Veterinary Science,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,11,,,,1.554,Alexandra Nectoux; Bernard Allaouchiche; Céline Pouzot‐Nevoret; Julie Fordellone; P. Marques Vidal; Søren Boysen,Hospices Civils de Lyon; Hôpital Lyon Sud; University of Calgary; Université Claude Bernard Lyon 1; VetAgro Sup,Blunt; CATS; Internal medicine; Medicine; Pathology; Point of care ultrasound; Point-of-care testing; Radiography; Radiology; Thoracic trauma; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4402406584,https://doi.org/10.1177/1098612x241276916,Feline friendly POCUS: how to implement it into your daily practice,2024,review,2,hybrid,,Journal of Feline Medicine and Surgery,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,26,9,,,0.705,Hugo Swanstein; Laura Cole; Søren Boysen,Chr. Hansen (Denmark); Royal Veterinary College; University of Calgary,Clinical Practice; Emergency department; Engineering; Intensive care medicine; Limiting; Mechanical engineering; Medical emergency; Medical physics; Medicine; Nursing; Physical examination; Physical therapy; Point of care ultrasound; Psychological intervention; Surgery,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4321187036,https://doi.org/10.1002/9781119581154.ch27,Point‐of‐Care Lung and Pleural Space Ultrasound,2023,other,4,closed,,,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,,,347,364,,Søren Boysen; Valerie Madden,,Internal medicine; Lung; Medicine; Parietal Pleura; Pleural effusion; Pneumothorax; Radiography; Radiology; Respiratory distress; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W3200652424,https://doi.org/10.1016/j.cvsm.2021.07.003,Lung Ultrasonography for Pneumothorax in Dogs and Cats,2021,review,8,closed,,Veterinary Clinics of North America Small Animal Practice,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,51,6,1153,1167,0.36,Søren Boysen,,Anatomy; Intensive care medicine; Internal medicine; Lung; Medicine; Pneumothorax; Radiology; Rib cage; Ultrasonography,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4200441321,https://doi.org/10.1177/1098612x211064697,"Ultrasonographically derived caudal vena cava parameters acquired in a standing position and lateral recumbency in healthy, lightly sedated cats: a pilot study",2021,article,7,green,,Journal of Feline Medicine and Surgery,Hemodynamic Monitoring and Therapy,Medicine,Surgery,24,10,1039,1045,1.397,Ivayla D. Yozova; Rebecca Owen; Søren Boysen; Tove M Hultman,Massey University; University of Calgary,Acoustics; Anatomy; CATS; Diaphragm (acoustics); Expiration; Internal medicine; Loudspeaker; Medicine; Nuclear medicine; Orthodontics; Physics; Respiratory system; Surgery; Vena cava,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4390584533,https://doi.org/10.3389/fvets.2023.1307938,Comparison of transrectal and transabdominal transducers for use in fast localized abdominal sonography of horses presenting with colic,2024,article,1,gold,,Frontiers in Veterinary Science,Veterinary Equine Medical Research,Veterinary,Equine,10,,,,1.07,Alfredo Romero; Hanna Haardt; Jean-Yin Tan; Søren Boysen,Ghent University; University of Calgary,Abdomen; Abdominal ultrasonography; Acoustic shadow; Alternative medicine; Cyst; Internal medicine; Medicine; Pathology; Radiology; Renal colic; Stomach; Ultrasonography,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4392816954,https://doi.org/10.3390/ani14060892,Impact of a Dexmedetomidine Intravenous Infusion in Septic Dogs: Preliminary Study,2024,article,1,gold,,Animals,Veterinary Pharmacology and Anesthesia,Veterinary,Small Animals,14,6,892,892,0.968,Angela Briganti; Chiara Di Franco; Iacopo Vannozzi; Søren Boysen,University of Calgary; University of Pisa,Anesthesia; Dexmedetomidine; Dopamine; Fentanyl; Internal medicine; Loading dose; Medicine; Norepinephrine; Propofol; Sedation,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4402147701,,Confidence level of Australian veterinarians with point-of-care ultrasound before and after a training course.,2024,article,1,closed,,PubMed,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,65,9,910,919,0.777,Annelies Valcke; Kris Gommeren; Pamela Manning; Søren Boysen,The University of Sydney; University of Liège,Aerospace engineering; Confidence interval; Course (navigation); Engineering; Geography; Geometry; Internal medicine; Mathematics; Medical education; Medical physics; Medicine; Meteorology; Physical therapy; Point (geometry); Point of care ultrasound; Radiology; Training (meteorology); Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4206699720,https://doi.org/10.1111/vru.13060,Incidence of superficial abdominal organ identification is similar using high‐frequency linear (transrectal) and low‐frequency curvilinear (abdominal) transducers in clinically healthy horses: A pilot study,2022,article,4,green,,Veterinary Radiology & Ultrasound,Veterinary Equine Medical Research,Veterinary,Equine,63,3,345,352,1.174,Alfredo Romero; Anika Lohnherr; Hanna Haardt; Jean‐Yin Tan; Søren Boysen,Ghent University; University of Calgary,Abdomen; Abdominal ultrasonography; Acoustics; Medicine; Physics; Radiology; Transducer; Ultrasonography,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4387911014,https://doi.org/10.1177/1098612x231194224,"Establishment of reference intervals for ultrasonographically derived caudal vena cava parameters from 110 healthy, lightly sedated cats",2023,article,2,gold,,Journal of Feline Medicine and Surgery,Hemodynamic Monitoring and Therapy,Medicine,Surgery,25,10,,,0.933,Ivayla D. Yozova; Sarah M. Rosanowski; Steffi M Jalava; Søren Boysen; Tove M Hultman,AgResearch; Massey University; University of Calgary,Acoustics; CATS; Confidence interval; Diaphragm (acoustics); Internal medicine; Limits of agreement; Loudspeaker; Mathematics; Medicine; Nuclear medicine; Physics,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4307343983,https://doi.org/10.1111/vec.13249,Markers of tissue perfusion and their relation to mortality in dogs with blunt trauma,2022,article,3,closed,,Journal of Veterinary Emergency and Critical Care,Trauma and Emergency Care Studies,Medicine,Emergency Medicine,33,1,16,21,0.926,Jenefer R. Stillion; Maude Poirier; Søren Boysen,University of Calgary,Base excess; Blunt trauma; Emergency medicine; Gastroenterology; Hematocrit; Injury Severity Score; Injury prevention; Internal medicine; Medicine; Perfusion; Poison control; Retrospective cohort study; Surgery; Trauma center,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4381954658,https://doi.org/10.1016/b978-0-323-76469-8.00073-3,Assessment of intravascular volume,2023,book-chapter,1,closed,,Elsevier eBooks,Hemodynamic Monitoring and Therapy,Medicine,Surgery,,,378,385,0.0,Kris Gommeren; Søren Boysen,,Anesthesia; Cardiology; Hemodynamics; Intensive care medicine; Internal medicine; Intravascular volume status; Intravenous fluid; Isotonic; Medicine; Perfusion,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4381954702,https://doi.org/10.1016/b978-0-323-76469-8.00198-2,Point-of-care ultrasound in the ICU,2023,book-chapter,1,closed,,Elsevier eBooks,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,,,1076,1092,4.926,Kris Gommeren; Søren Boysen,,Abdominal trauma; Blunt; Focused assessment with sonography for trauma; Medical emergency; Medical physics; Medicine; Nursing; Pathology; Patient care; Physical exam; Physical examination; Point of care; Point of care ultrasound; Point-of-care testing; Radiology; Surgery; Ultrasonography; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4392023285,https://doi.org/10.21203/rs.3.rs-3925108/v1,Effect of dexmedetomidine infusion on the analgesic duration of peripheral nerve blocks in dogs: a randomized clinical study,2024,preprint,0,green,,Research Square (Research Square),Anesthesia and Pain Management,Medicine,Surgery,,,,,,Angela Briganti; Chiara Di Franco; Elena Batisti; Emanuele Alessandroni; Stefano Patroncini; Søren Boysen,University of Calgary; University of Pisa,Analgesic; Anatomy; Anesthesia; Art; Dexmedetomidine; Duration (music); Internal medicine; Literature; Medicine; Peripheral; Peripheral nerve; Randomized controlled trial; Sedation; Surgery,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4399878415,https://doi.org/10.1002/9781119830306.ch18,Point‐of‐Care Ultrasound in Anesthesia,2024,other,0,closed,,,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,,,254,280,,Daniel Pang; Søren Boysen,University of Calgary; Université de Montréal,Anesthesia; Computer science; Geometry; Mathematics; Medicine; Point (geometry); Point of care ultrasound; Radiology; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4400939168,https://doi.org/10.1038/s41598-024-67894-x,Effect of dexmedetomidine constant rate infusion on the analgesic duration of peripheral nerve blocks in dogs: a randomized clinical study,2024,article,0,gold,,Scientific Reports,Anesthesia and Pain Management,Medicine,Surgery,14,1,,,0.0,Angela Briganti; Chiara Di Franco; Elena Batisti; Emanuele Alessandroni; Stefano Patroncini; Søren Boysen,University of Calgary; University of Pisa,Analgesic; Anatomy; Anesthesia; Dexmedetomidine; Internal medicine; Medicine; Peripheral; Peripheral nerve; Randomized controlled trial; Sedation; Surgery,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4293212093,https://doi.org/10.3389/fvets.2022.937328,Comparison of four different hematocrit assays and the effect of albumin on their measurements,2022,article,1,gold,,Frontiers in Veterinary Science,Clinical Laboratory Practices and Quality Control,Medicine,Physiology,9,,,,0.163,Amelie Pare; Catherine R. Wagg; Laura Kippen; Matt Longmore; Søren Boysen,University of Calgary; Victoria General Hospital,Albumin; Analytical Chemistry (journal); Biochemistry; Centrifugation; Chemistry; Chromatography; Conductivity; Hematocrit; Internal medicine; Limits of agreement; Medicine; Nuclear medicine; Physical chemistry; Significant difference,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W3118628828,https://doi.org/10.1002/9781119461005.ch43,"POCUS: Ultrasound‐Guided Procedures – Abdominocentesis, Thoracocentesis, and Pericardiocentesis",2021,other,1,closed,,,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,,,883,905,,Søren Boysen,,Cardiac tamponade; Local anaesthetic; Medicine; Pericardial fluid; Pericardiocentesis; Pericardium; Radiology; Surgery; Tamponade; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4387241196,,Left atrial measurement in lateral ,2023,article,0,closed,,PubMed,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,64,10,951,956,0.0,Anne‐Christine Merveille; Christopher R. Kennedy; Kris Gommeren; Priscilla Burnotte; Søren Boysen,University of Liège,CATS; Cardiology; Internal medicine; Interquartile range; Medicine; Nuclear medicine; Parasternal line; Radiology; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4321181856,https://doi.org/10.1002/9781119581154.ch6,Point‐of‐Care Ultrasound for Emergency and Critical Care,2023,other,0,closed,,,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,,,75,79,,Søren Boysen; Valerie Madden,,Abdominal trauma; Blunt; Computer science; Diagnostic ultrasound; Focused assessment with sonography for trauma; Medical physics; Medicine; Operating system; Pathology; Point of care; Point of care ultrasound; Radiology; Tracing; Ultrasonography; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4321184656,https://doi.org/10.1002/9781119581154.ch39,Point‐of‐Care Abdominal Ultrasound,2023,other,0,closed,,,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,,,513,521,,Søren Boysen; Valerie Madden,,Abdominal trauma; Abdominal wall; Anatomy; Blunt; Focused assessment with sonography for trauma; General surgery; Laparoscopy; Laparotomy; Medicine; Pneumoperitoneum; Point of care ultrasound; Presentation (obstetrics); Radiology; Surgery; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4321184906,https://doi.org/10.1002/9781119581154.ch17,Point‐of‐Care Cardiac Ultrasound,2023,other,0,closed,,,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,,,225,240,,Søren Boysen; Valerie Madden,,Anatomy; Cardiac Ultrasound; Cardiology; Medicine; Pericardial effusion; Pleural effusion; Point of care ultrasound; Radiology; Thorax (insect anatomy); Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4321186860,https://doi.org/10.1002/9781119581154.ch9,Ultrasound‐Guided Vascular Access,2023,other,0,closed,,,Central Venous Catheters and Hemodialysis,Health Professions,Emergency Medical Services,,,117,125,,Søren Boysen; Valerie Madden,,Catheter; Hematoma; Hemodialysis; Medicine; Percutaneous; Radiology; Surgery; Ultrasound; Vascular access,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4381954432,https://doi.org/10.1016/b978-0-323-76469-8.00004-6,Contributors,2023,book-chapter,0,bronze,,Elsevier eBooks,,,,,,vi,xiv,,Adam E. Eatroff; Alessia Cenani; Alex Lynch; Allyson Berent; Amanda Arrowood; Amanda Boag; Amie Koenig; Amy Dixon-Jimenez; Andrea N. Johnston; Anna R. Gelzer; Anthony Barthélemy; Anusha Balakrishnan; Armelle de Laforcade; Ashley E. Allen‐Durrance; Benjamin M. Brainard; Bernie Hansen; Bridget Lyons; Caroline K. Garzotto; Catherine Langston; Chai‐Fei Li; Christiana Fischer; Ciara A. Barr; Corrin J. Boyd; Dana L. Clarke; Daniel J. Fletcher; Daniel L. Chan; Daniel Z. Hume; Deborah C. Mandell; Dennis J. Chew; Dez Hughes; Dominic Barfield; Edward S. Cooper; Elise Mittleman Boller; Erin A. Gibson; Galina M. Hayes; Gareth J. Buckley; Giacomo Gianotti; Guillaume L. Hoareau; Harold E. Davis; Iain Keir; Ingrid M. Balsa; Jamie M. Burkitt; Jenna H. Burton; Jennifer A. Larsen; Jennifer M. Good; Joanna L. Kaplan; Joao Felipe de Brito Galvao; Julien Guillaumin; Justin D. Duval; Karen Humm; Kari Santoro Beer; Karl E. Jandrey; Kate Hopper; Kate S. Farrell; Katherine Gerken; Kathryn L. Good; Kenneth J. Drobatz; Kris Gommeren; Kristin A. MacDonald; Leah A. Cohn; Lillian R. Aronson; Linda G. Martin; Linda S. Barter; Lucy Kopecny; Lynelle R. Johnson; Mack Fudge; Manuel Boller; Marc S. Kraus; Marguerite F. Knipe; Marie E. Kerl; Marie K. Holowaychuk; Massimo Giunti; Melissa A. Claus; Meredith L. Daly; Molly J. Flaherty; Natalie Kovak; Peter S. Chapman; Rachael Birkbeck; Ralph C. Harvey; Rebecka S. Hess; Robert A. Armentano; Ronald H. L. Li; Sabrina N. Hoehne; Sage M. De Rosa; Samantha K. Hart; Sara R. Brethel; Simon P. Hagley; Sophie Adamantos; Stephen Cole; Steven Epstein; Steven J. Centola; Søren Boysen; Ta-Ying Debra Liu; Tamara Grubb; Tania Perez Jimenez; Teresa C. DeFrancesco; Thierry Francey; Timothy B. Hackett; Tom Greensmith; Yekaterina Buriko,"Calgary Laboratory Services; Carolina Veterinary Specialists; Cornell University; Cranbrook Academy of Art; Florida College; IVC Evidensia; Murdoch University; New York State College of Veterinary Medicine; Royal Veterinary College; The Schwarzman Animal Medical Center; The University of Melbourne; University of Calgary; University of California, Davis; University of Florida; University of Georgia; University of Pennsylvania",Computer science,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4381954707,https://doi.org/10.1016/b978-0-323-76469-8.00126-x,Gastrointestinal hemorrhage,2023,book-chapter,0,closed,,Elsevier eBooks,Gastrointestinal Bleeding Diagnosis and Treatment,Medicine,Gastroenterology,,,685,690,0.0,Søren Boysen,,Geography; Medicine,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4388408592,https://doi.org/10.1016/j.vaa.2023.09.082,Ultrasound-guided incremental positive end expiratory pressure lung recruitment in healthy anaesthetized dogs with sonographically detectable lung atelectasis,2023,article,0,closed,,Veterinary Anaesthesia and Analgesia,Airway Management and Intubation Techniques,Medicine,Anesthesiology and Pain Medicine,50,6,545,545,0.0,Angela Briganti; Carlo D. Franco; E. Sainati; F. Evangelista; Søren Boysen,University of Calgary; University of Pisa,Anesthesia; Atelectasis; Internal medicine; Lung; Lung ultrasound; Mechanical ventilation; Medicine; Positive end-expiratory pressure; Radiology; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4300688178,https://doi.org/10.1111/jvim.16558,"Response to letter regarding “Comparison of lung ultrasound, chest radiographs, C‐reactive protein, and clinical findings in dogs treated for aspiration pneumonia”",2022,letter,0,gold,,Journal of Veterinary Internal Medicine,Ultrasound in Clinical Applications,Medicine,Critical Care and Intensive Care Medicine,36,6,1856,1857,,Aline Fastrès; Cécile Clercx; Frédéric Billen; Géraldine Bolen; Kris Gommeren; Léna Giraud; Nina Fernandes Rodrigues; Søren Boysen,University of Calgary; University of Liège,Abdomen; Anatomy; Axilla; Breast cancer; Cancer; Intercostal space; Internal medicine; Lung; Lung ultrasound; Medicine; Radiology; Rib cage; Scapula; Thorax (insect anatomy); Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W3119887269,https://doi.org/10.1002/9781119461005.ch12,POCUS: Gastrointestinal Tract and Pancreas,2021,other,0,closed,,,Intestinal and Peritoneal Adhesions,Medicine,Surgery,,,225,244,,Jennifer M. Gambino; Søren Boysen,,Clinical history; Disease; Gastrointestinal tract; General surgery; Intensive care medicine; Internal medicine; Medicine; Organ system; Pancreas; Pathology; Physical examination; Point of care ultrasound; Radiology; Surgery; Ultrasound,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W3192825303,https://doi.org/10.22233/9781913859039.3,Session 3: Soft tissue surgery and critical care,2021,book-chapter,0,bronze,,British Small Animal Veterinary Association eBooks,Cardiovascular Conditions and Treatments,Medicine,"Radiology, Nuclear Medicine and Imaging",,,,,0.0,A Norton Jeffery; Adam G. Gow; Alex H. P. Chan; Alisdair M. Boag; Alison Young; Andrew Tomlinson; Anne Kurosawa; C. H. Talbot; Catherine Davidson; Catrina Pennington; Craig Breheny; Cristóbal López Jiménez; D. Donaldson; Dan Brockman; Dan Kenny; Daniel J. Brockman; Daniela Grigore; Diogo Miraldo; Edward Crystal; Emily Stacey; Gemma Holloway; Ivayla Yozova; J. Beránek; Jane Ladlow; Joe Higgins; Joelle Leiwy; Joshua Winter; Kelly Bowlt; Laura M. Cole; Laurent Findji; Lee B. Meakin; Lucy Andrews; Lucy Barker; Matthew Simpson; Mickey Tivers; Olivier Restif; Owen Glenn; Peter Fordyce; Poppy Bristow; Rebecca F. Geddes; Rebecca Owen; Richard Trinder; Ring Cheung; Robert A. Burrow; Robert C. Fowkes; Rosie Freemantle; Sarah Carey; Simon Cook; Stefano Cortellini; Søren Boysen; Tiziana Liuti; Tom Greensmith; Tom Hernon; Tove Hultman; Valentina Brioschi; Vicki Black; Victoria J. Lipscomb; Xavier Navarro-Cubas; Zoë Halfacree,University of Cambridge,Medicine; Surgery,A5082336116,https://openalex.org/A5082336116
https://openalex.org/W4399283021,https://doi.org/10.1371/journal.pone.0303756,"Avian influenza viruses in New Zealand wild birds, with an emphasis on subtypes H5 and H7: Their distinctive epidemiology and genomic properties",2024,article,8,gold,,PLoS ONE,Influenza Virus Research Studies,Medicine,Epidemiology,19,6,e0303756,e0303756,5.763,Adrian C. Riegen; David Klee; Della Orr; Hammed Olawale Fatoyinbo; Jonathan Watts; Joseph S. O’Keefe; Kylie Chen; Maree Joyce; Mary Ann Tuboltsev; Matthew McDougall; Naomi Cogger; Richard J. Webby; Robert G. Webster; Susan C. Cork; Sylvia Ohneiser; Thomas G. Rawdon; Toni Tana; W. L. Stanislawek,Manaaki Whenua – Landcare Research; Massey University; Ministry for Primary Industries; Rotorua Hospital; St. Jude Children's Research Hospital; University of Auckland; University of Calgary,Anas; Anseriformes; Biology; Ecology; Habitat; Influenza A virus; Influenza A virus subtype H5N1; Medicine; Neuraminidase; Veterinary medicine; Virology; Virus; Waterfowl; Zoology,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W3132542769,https://doi.org/10.1371/journal.pone.0247302,"A knowledge, attitudes, and practices study on ticks and tick-borne diseases in cattle among farmers in a selected area of eastern Bhutan",2021,article,25,gold,,PLoS ONE,Vector-borne infectious diseases,Immunology and Microbiology,Parasitology,16,2,e0247302,e0247302,2.997,Isabelle Couloigner; Jamyang Namgyal; Ratna B. Gurung; Sangay Rinchen; Sithar Dorjee; Susan C. Cork; Sylvia Checkley; Tenzin Tenzin; Tim Lysyk,Khesar Gyalpo University of Medical Sciences of Bhutan; Ministry of Agriculture and Forests; Royal University of Bhutan; University of Calgary,Agriculture; Biology; Demography; Ecology; Economics; Environmental health; Geography; Internal medicine; Livelihood; Livestock; Logistic regression; Medicine; Socioeconomics; Sociology; Subsistence agriculture; Tick; Tick-borne disease; Veterinary medicine,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W3166500275,https://doi.org/10.3389/fpubh.2021.599285,The Role of Whole Genome Sequencing in the Surveillance of Antimicrobial Resistant Enterococcus spp.: A Scoping Review,2021,review,25,gold,,Frontiers in Public Health,Antimicrobial Resistance in Staphylococcus,Medicine,Infectious Diseases,9,,,,0.692,Karen Liljebjelke; Kayla Strong; Lindsay Rogers; Rahat Zaheer; Susan C. Cork; Sylvia Checkley; Tim A. McAllister,Agriculture and Agri-Food Canada; University of Calgary,Antibiotic resistance; Antibiotics; Biology; Biotechnology; Checklist; Enterococcus; Enterococcus faecium; Gene; Genetics; Genome; Metagenomics; Microbiology; Paleontology; Whole genome sequencing,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W3133217119,https://doi.org/10.3390/tropicalmed6010027,"Identification, Distribution, and Habitat Suitability Models of Ixodid Tick Species in Cattle in Eastern Bhutan",2021,article,22,gold,,Tropical Medicine and Infectious Disease,Vector-borne infectious diseases,Immunology and Microbiology,Parasitology,6,1,27,27,2.664,Isabelle Couloigner; Jamyang Namgyal; Ratna B. Gurung; Sithar Dorjee; Susan C. Cork; Sylvia Checkley; Tenzin Tenzin; Tim Lysyk,Khesar Gyalpo University of Medical Sciences of Bhutan; Ministry of Agriculture and Forests; Royal University of Bhutan; University of Calgary,Biology; Distribution (mathematics); Ecology; Geography; Habitat; Identification (biology); Mathematical analysis; Mathematics; Tick; Zoology,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4393033763,https://doi.org/10.2967/jnumed.123.265703,Effectiveness and Safety of Retreatment with<sup>177</sup>Lu-DOTATATE in Patients with Progressive Neuroendocrine Tumors: A Retrospective Real-World Study in the United States,2024,article,3,bronze,,Journal of Nuclear Medicine,Neuroendocrine Tumor Research Advances,Medicine,Epidemiology,65,5,746,752,2.161,Afshin Shafie; Antônio Nakasato; Clare Byrne; Corinne D. Strickland; Ebrahim S. Delpassand; Jackson Tang; Jeetvan Patel; Rodolfo Núñez; Shashank Ghantoji; Soheil Mohammadi Yazdi; Susan C. Cork,Excel Diagnostics Imaging; Novartis (United States),Adverse effect; Common Terminology Criteria for Adverse Events; Disease; Internal medicine; Medicine; Neuroendocrine tumors; Overall survival; Progression-free survival; Progressive disease; Regimen; Response Evaluation Criteria in Solid Tumors; Retrospective cohort study; Single Center; Surgery; Toxicity,A5089212646,https://openalex.org/A5089212646
https://openalex.org/W4318612092,https://doi.org/10.3390/zoonoticdis3010004,Ecology and Epidemiology of Lyme Disease in Western North America,2023,article,5,diamond,,Zoonotic Diseases,Vector-borne infectious diseases,Immunology and Microbiology,Parasitology,3,1,20,37,1.609,Carl Dizon; Isabelle Couloigner; Susan C. Cork; Tim Lysyk,University of Calgary,Antibody; Biochemistry; Biological dispersal; Biology; Borrelia burgdorferi; Ecology; Environmental health; Enzootic; Gene; Geography; Immunology; Ixodes; Lyme disease; Medicine; Population; Recombinant DNA; Tick; Vector (molecular biology); Virology; Virus,A5089212646,https://openalex.org/A5089212646
